loop_number,timestamp,heart_rate_bpm,hrv_ms,quality_score,quality_label,num_peaks,hr_stable,rhythm_regular,log_timestamp
261,260996,178.57142857142858,24.0,72.0,GOOD,1,False,False,2026-03-10T15:12:35.716937
262,261996,169.49152542372883,42.0,87.57678043107836,EXCELLENT,3,False,True,2026-03-10T15:12:35.828980
263,262996,153.0612244897959,76.0,84.27677868651708,EXCELLENT,3,False,True,2026-03-10T15:12:35.944385
