loop_number,state,action,reward,q_value,baseline_hr,sensitivity,log_timestamp
271,"(1, 2, 1)",BASELINE_UP,-13,-6.671206331405337,138.95225002057097,0.7999999999999999,2026-03-10T16:20:47.689909
272,"(1, 2, 1)",BASELINE_UP,12,-5.43785029974831,140.20715852794578,0.7999999999999999,2026-03-10T16:20:47.791272
