loop_number,state,action,reward,q_value,baseline_hr,sensitivity,log_timestamp
271,"(2, 0, 1)",BASELINE_UP,-13,-13.829756885577655,66.83352883260788,1.0999999999999999,2026-01-25T17:01:52.773532
272,"(2, 0, 1)",BASELINE_DOWN,-13,-14.643083236971044,70.11457966370476,1.0999999999999999,2026-01-25T17:01:52.882004
