loop_number,state,action,reward,q_value,baseline_hr,sensitivity,log_timestamp
261,"(3, 0, 1)",BASELINE_DOWN,-15,-1.5,132.3177095128718,1.2,2026-03-10T15:12:35.716937
262,"(3, 0, 1)",DECREASE_SENSITIVITY,-13,-2.5934999999999997,134.17640030841466,1.0999999999999999,2026-03-10T15:12:35.828980
263,"(2, 1, 1)",MAINTAIN,-13,-11.196071952368937,135.1206415174837,1.0999999999999999,2026-03-10T15:12:35.944385
