loop_number,timestamp,heart_rate_bpm,hrv_ms,quality_score,quality_label,num_peaks,hr_stable,rhythm_regular,log_timestamp
261,260996,128.2051282051282,38.0,84.12856915822347,EXCELLENT,3,False,False,2026-01-27T20:49:15.917867
262,261996,141.50943396226415,38.0,86.41280550185051,EXCELLENT,3,False,True,2026-01-27T20:49:16.022949
263,262996,141.50943396226415,38.0,72.0,GOOD,1,False,False,2026-01-27T20:49:16.136010
264,263996,141.50943396226415,38.0,72.0,GOOD,1,False,False,2026-01-27T20:49:16.249224
265,264996,84.26966292134831,38.0,71.74415306445874,GOOD,2,False,False,2026-01-27T20:49:16.355929
266,265996,111.94029850746269,38.0,71.32649395242773,GOOD,2,False,False,2026-01-27T20:49:16.464786
267,266996,164.83516483516485,48.0,86.51331900224261,EXCELLENT,3,False,True,2026-01-27T20:49:16.581011
268,267996,164.83516483516485,48.0,72.0,GOOD,1,False,False,2026-01-27T20:49:16.690346
