loop_number,timestamp,level,level_numeric,confidence,short_explanation,hr,hrv,quality,log_timestamp
271,2026-01-25T17:01:52.772001,CRITICAL,3,81.28867076009956,"severe tachycardia, critical stress, arrhythmia",153.0612244897959,0.0,81.28867076009956,2026-01-25T17:01:52.773532
272,2026-01-25T17:01:52.882004,CRITICAL,3,80.5083179832479,"severe tachycardia, critical stress, arrhythmia",170.45454545454547,0.0,80.5083179832479,2026-01-25T17:01:52.882004
